,word,count,log_count
86,how,571848080,20.164383919662036
87,were,570699558,20.162373461019165
88,me,566617666,20.155195323836868
90,services,562206804,20.147380318818115
91,some,548829454,20.123298302760848
92,these,541003982,20.10893719722729
93,click,536746424,20.101036332381454
94,its,525627757,20.080103833862037
95,like,520585287,20.070464288504166
96,service,519537222,20.06844901559998
98,than,502609275,20.03532363694249
99,find,502043038,20.034196407048864
100,price,501651226,20.033415667267924
101,date,488967374,20.00780632537688
102,back,488024109,20.005875366285625
103,top,484213771,19.998037042790774
104,people,480303376,19.989928495550597
105,had,480232730,19.989781398529075
106,list,472590641,19.973740119304743
107,name,464532702,19.956542516323445
108,just,462836169,19.95288370277974
109,over,459222855,19.94504617307254
110,state,453104133,19.931632531202474
111,year,451092583,19.92718316021286
112,day,446236148,19.916358849679987
113,into,445315294,19.914293115087276
114,email,443949646,19.911221704055198
115,two,441398439,19.905458515305803
116,health,440416431,19.90323127138113
118,world,431934249,19.883783933235687
119,re,430847564,19.88126490569418
120,next,425903347,19.869722993514827
121,used,421438139,19.859183560696987
122,go,421086358,19.858348496501954
124,work,419483948,19.85453581853871
125,last,417601616,19.850038464257015
126,most,416210411,19.8467014860271
127,products,414377632,19.84228827061877
128,music,414028837,19.84144618395319
129,buy,410780176,19.83356877779487
130,data,406908328,19.82409847970767
131,make,405084642,19.819606595827498
132,them,403000411,19.814448139761552
133,should,402028056,19.81203243519279
134,product,399116355,19.804763548883653
135,system,396975018,19.79938390971934
136,post,392956436,19.78920931381646
137,her,391961061,19.786673058637096
138,city,390564835,19.783104544192273
140,add,387231739,19.774533880565144
141,policy,384401868,19.767199094569936
142,number,383787805,19.76560036667141
143,such,380725892,19.757590230597703
144,please,380046348,19.755803771668216
145,available,379644437,19.75474568054632
146,copyright,373906735,19.73951695262277
147,support,373512569,19.73846221391203
148,message,373081242,19.737306760862104
149,after,372948094,19.73694980974775
150,best,371852748,19.73400849516292
151,software,370517038,19.73040998814779
152,then,369928941,19.728821493806972
153,jan,366436194,19.719334968636645
154,good,365796396,19.717587441494157
155,video,365410017,19.71653061532553
156,well,362082755,19.707383348636284
158,where,360468339,19.702914685589697
159,info,352363058,19.680172616792344
160,rights,352051342,19.67928758088068
161,public,349286123,19.671401980960397
162,books,347710184,19.666879886166644
163,high,345413157,19.660251815018537
164,school,343057316,19.653408093211038
165,through,342373303,19.651412228981744
167,each,340892856,19.647078780596377
168,links,339926541,19.644240096348693
169,she,339171382,19.642016089218977
170,review,339067778,19.64171058046361
171,years,337841309,19.63808684319766
172,order,336631187,19.63449848842955
173,very,334923368,19.62941231138275
174,privacy,333272427,19.62447081258315
175,book,330959949,19.617507926020245
176,items,330505325,19.616133329077808
177,company,324272258,19.597094023369277
179,read,322331766,19.591091902276418
180,group,321842984,19.58957435725062
181,sex,320105999,19.584162745782912
182,need,319376932,19.581882568219015
183,many,318966441,19.580596454588186
184,user,316446229,19.57266389254009
185,said,315595259,19.569971124643185
186,de,314593284,19.56679120061742
187,does,314018806,19.564963433798834
188,set,313469591,19.563212914927497
189,under,313296421,19.562660332301473
190,general,311757793,19.55773713980621
191,research,311538382,19.557033105294646
192,university,311373936,19.556505114439215
193,january,310345867,19.55319793351277
194,mail,310337185,19.553169957881817
195,full,309929179,19.551854374504973
196,map,309676581,19.55103902374389
197,reviews,307684103,19.54458417499924
198,program,306686983,19.54133818605793
199,life,306559205,19.54092145945009
200,know,306100813,19.539425059906886
201,games,305930896,19.538869804347847
202,way,305515604,19.53751141219462
203,days,305147791,19.53630677786582
204,management,304201237,19.53320000418488
206,part,302729303,19.528349574724512
207,could,302311431,19.526968272465144
208,great,301487430,19.52423888172011
209,united,299280163,19.516890692644488
210,hotel,297974790,19.512519443575687
211,real,297674493,19.511511142100264
213,item,296534935,19.507675594081853
214,international,295639201,19.504650353266022
215,center,294319118,19.500175172018057
216,ebay,293178760,19.496293083333622
217,must,292774716,19.494913983863825
218,store,291308910,19.489894808485577
219,travel,287719294,19.477495889185917
220,comments,287558448,19.47693669493087
221,made,287353021,19.476222056174052
222,development,286291411,19.472520769618335
223,report,286237372,19.47233199657577
224,off,284035693,19.46461046780593
225,member,283858893,19.463987817018015
226,details,280827841,19.453252374061407
227,line,280009597,19.45033443554615
228,terms,277705910,19.44207323400952
229,before,277546019,19.44149731163602
230,hotels,275510917,19.43413781190645
231,did,275369513,19.433624437332206
232,send,274103587,19.42901664765218
233,right,273620358,19.427252148839276
234,type,272336859,19.4225503102168
235,because,271323986,19.418824185073852
236,local,270742935,19.41668034932209
237,those,270014141,19.413984889665247
238,using,269448880,19.411889245719813
239,results,268180843,19.40717209822197
240,office,266789622,19.40197097319822
241,education,266738068,19.40177771612412
242,national,266376620,19.40042173001637
243,car,264720374,19.39418463439017
244,design,264448339,19.393156474496053
245,take,264349801,19.39278378785559
246,posted,263851272,19.390896138725306
247,internet,263777245,19.390615535997817
248,address,261872866,19.38336969968146
249,community,261839117,19.383240815863093
250,within,261390908,19.381527576606107
251,states,260937015,19.379789614325087
252,area,259871557,19.375698055377438
253,want,258690345,19.37114232523831
254,phone,256643812,19.363199736023383
255,dvd,256530337,19.362757488485894
256,shipping,256521328,19.362722369215785
257,reserved,256443074,19.36241726422097
258,subject,256217838,19.36153857029592
259,between,255436698,19.35848517957256
260,forum,254478181,19.354725657470155
261,family,254164055,19.353490502315104
263,long,252519588,19.346999379908432
264,based,252405204,19.346546306485344
266,code,250245121,19.33795147946605
267,show,247541986,19.32709076598975
269,even,245697701,19.319612480508273
270,black,244690155,19.31550329466524
271,check,244491090,19.314689424497395
272,special,244311841,19.313956004148753
273,prices,243435728,19.31036351492711
274,website,242876222,19.30806249704397
275,index,242826246,19.307856708506876
276,being,242783091,19.307678973044126
277,women,242520455,19.30659661529997
278,much,242326300,19.30579572302473
279,sign,242290578,19.305648299351777
280,file,241864251,19.303887180450744
281,link,240402653,19.29782579633814
282,open,239670331,19.294774916191013
283,today,239271204,19.29310821132945
284,technology,238674296,19.29061040222634
285,south,238581133,19.290219990737974
286,case,235563000,19.27748895156831
287,project,235262594,19.276212869534568
288,same,234822585,19.27434082953774
289,pages,234001114,19.270836433994404
290,uk,232749142,19.265471787755903
291,version,232445953,19.264168295753567
292,section,232251956,19.263333357581853
293,own,232011723,19.26229845852639
294,found,232005894,19.26227333448029
295,sports,231864260,19.26166267219396
296,house,231310420,19.25927117590594
297,related,231127472,19.258479943125455
298,security,230014019,19.253650817203873
299,both,228648541,19.247696627116426
301,county,227567373,19.242956897567932
302,american,227534978,19.242814533987595
303,photo,227125249,19.241012180992612
304,game,227111505,19.240951666294567
305,members,226656153,19.238944682567023
306,power,226596368,19.238680878186127
307,while,226194991,19.23690797728086
308,care,225326739,19.233062080118007
309,network,225218991,19.23258378015918
310,down,224915894,19.231237085841954
311,computer,224177047,19.227946686019756
312,systems,223555915,19.225172119699273
313,three,223417394,19.224552301908613
314,total,222649459,19.22110915990644
315,place,220970235,19.213538567153503
316,end,220812328,19.212823704141925
317,following,220709925,19.212359840764076
318,download,220626128,19.21198009838664
320,him,219516023,19.206935785537393
321,without,219190105,19.205449970595872
322,per,218945655,19.204334106301367
323,access,217986984,19.199945912548845
324,think,217856550,19.199347376635295
325,north,217809513,19.199131445195242
326,resources,217268632,19.19664508137826
327,current,216987137,19.195348633250116
328,posts,216822128,19.194587888742006
329,big,216690546,19.19398083842061
330,media,216432510,19.192789324706652
331,law,216122487,19.191355874369766
332,control,215560453,19.188751952530424
333,water,215178488,19.18697841843001
334,history,215000515,19.186150981437905
335,pictures,214997918,19.18613890232412
336,size,214844153,19.185423453479377
337,art,214702696,19.18476481982653
338,personal,214671907,19.184621406593244
339,since,214302926,19.18290111410701
340,including,214195457,19.18239950660268
341,guide,213378807,19.178579580747485
342,shop,212793848,19.17583440523943
343,directory,212478717,19.17435238601875
344,board,212361059,19.173798492482153
345,location,211243333,19.168521263940224
346,change,210601244,19.165477064579278
347,white,209863729,19.161968968525024
348,text,208780080,19.156792007122817
349,small,208371878,19.154834916319512
350,rating,207858692,19.15236904140774
351,rate,207634179,19.151288334432863
352,government,206582673,19.146211243756174
353,children,206538107,19.14599549087067
354,during,206364495,19.14515455642565
355,usa,206211773,19.14441422297062
356,return,205629763,19.141587842741476
357,students,204801202,19.137550320253027
359,shopping,204104275,19.13414157317561
360,account,203611349,19.13172358273743
361,times,202950880,19.12847453728314
362,sites,202755734,19.127512531694293
363,level,202563642,19.12656467661627
364,digital,202346767,19.125493451891398
365,profile,201854745,19.123058912542042
366,previous,201692678,19.122255700827747
367,form,201395192,19.120779665074004
368,events,201235454,19.119986193389877
369,love,201063526,19.11913146584139
370,old,199694226,19.11229788459799
371,john,199642644,19.112039546316893
372,main,199616754,19.111909856194803
373,call,199608869,19.111870354722218
374,hours,198242904,19.105003624648223
375,image,197874283,19.103142452659203
376,department,197293325,19.100202138692204
377,title,196676017,19.097068349133544
378,description,196301245,19.09516100155974
379,non,196109547,19.094183974326253
382,insurance,193271293,19.0796054230619
383,another,192535750,19.075792408735065
384,why,192000672,19.07300942998593
385,shall,191963867,19.07281771957325
386,property,191783393,19.07187713168056
387,class,191087771,19.06824341448889
388,cd,190859046,19.06704573451272
389,still,190433487,19.064813541957815
390,money,190205072,19.06361337438668
391,quality,189509533,19.05994988729005
392,every,189325890,19.058980373864244
393,listing,188985252,19.05717953823325
394,content,188880495,19.05662507144966
395,country,188691168,19.055622204791906
396,private,187885878,19.05134530456086
397,little,187142519,19.047381018232297
398,visit,187062316,19.046952359948243
399,save,186091095,19.041746869849653
400,tools,185555874,19.038866602205047
401,low,184815478,19.034868469075825
402,reply,184777992,19.03466561917088
403,customer,184406888,19.032655221968316
404,december,183237239,19.02629225919848
405,compare,183202885,19.026104757896903
406,movies,182739567,19.02357256604524
407,include,182579275,19.022695020231236
408,college,182545426,19.02250960960301
409,value,182061247,19.01985371040827
410,article,181969355,19.019348851742834
411,york,181556155,19.01707555775614
412,man,181445531,19.01646606194556
413,card,181387042,19.016143659797248
414,jobs,181075605,19.01442520919706
415,provide,181040994,19.01423404977382
417,food,180144029,19.009267250007362
418,source,179963886,19.008266755391592
419,author,179813446,19.007430460298004
420,different,179794224,19.007323554902918
421,press,179652730,19.006536267623204
423,learn,179428286,19.00528616517151
424,sale,179224570,19.004150158481472
425,around,178810033,19.001834532104805
426,print,178250872,18.998702509252325
427,course,177976652,18.99716293111369
428,job,177706929,18.995646285048984
429,canada,177153952,18.99252969780479
430,process,176829177,18.990694722832693
431,teen,176301486,18.9877060761471
432,room,176299905,18.98769710851373
433,stock,176295589,18.987672627202574
434,training,176129154,18.98672811342663
435,too,176093255,18.98652427063181
436,credit,175916536,18.985520213248382
437,point,175527859,18.983308329012957
438,join,174297802,18.97627589996897
439,science,174232809,18.97590294563611
440,men,174058407,18.974901473267217
441,categories,173839008,18.97364018749948
442,advanced,173422161,18.971239416912805
443,west,173346868,18.970805162438577
444,sales,173244220,18.970212833284393
445,look,173043002,18.969050688048515
446,english,172371546,18.965162856168497
447,left,171752631,18.961565807726693
448,team,171687825,18.96118841479213
449,estate,169256248,18.946924384880308
450,box,169231297,18.946776958480644
451,conditions,168957006,18.94515483815471
452,select,168673045,18.94347275407415
453,windows,168532149,18.942637084809817
454,photos,167827453,18.93844694409818
455,gay,167587791,18.9370178972968
456,thread,167518537,18.93660457176279
457,week,167202060,18.93471357911314
458,category,166811948,18.93237767601901
459,note,166657334,18.93145037015052
460,live,166005029,18.92752864104265
461,large,165863763,18.926677304538963
462,gallery,165671626,18.925518230558414
463,table,165341452,18.9235232996542
464,register,164834442,18.920452146322155
465,however,163957176,18.91511582973898
466,june,163951797,18.9150830218536
467,october,163363054,18.911485607112837
468,november,163308383,18.91115089158942
469,market,162390150,18.905512331143044
470,library,162076395,18.903578356114622
471,really,162033390,18.903312983069792
472,action,162023431,18.90325151854038
473,start,161913408,18.90257223177219
474,series,161518557,18.90013059805079
475,model,161205740,18.8981919953433
476,features,160961088,18.896673204296143
477,air,160850401,18.895985304652108
478,industry,160812623,18.89575041287186
479,plan,160746244,18.895337555334688
480,human,160573748,18.89426388409813
481,provided,159785849,18.88934503293222
482,tv,159603914,18.888205766488802
483,yes,159595214,18.88815125506168
484,required,159478972,18.887422634507317
485,second,159343399,18.886572173432416
486,hot,159287179,18.886219288276596
487,accessories,158982297,18.88430341436315
488,cost,158887256,18.883705426906122
489,movie,158421100,18.88076723554403
490,forums,158410645,18.88070123836939
491,march,158281269,18.87988419188681
492,la,157960401,18.877854932996872
493,september,157182255,18.872916549908375
494,better,157079378,18.87226182790052
495,say,156845267,18.87077031681893
496,questions,156703712,18.869867395622578
497,july,156667525,18.869636442708664
498,yahoo,155733641,18.863657676407545
499,going,155284081,18.860766778035575
500,medical,155254497,18.860576244541924
501,test,154999587,18.85893301036384
502,friend,154527125,18.85588020523515
503,come,154326119,18.85457857714942
504,dec,154301106,18.854416485162528
505,server,153788544,18.851089125915667
506,pc,153460135,18.848951384421472
507,study,152978354,18.845806992223693
508,application,152776595,18.844487248880576
509,cart,152155277,18.840412116584556
510,staff,151553180,18.83644714442181
511,articles,151531225,18.836302267287415
512,san,151350397,18.835108216487697
513,feedback,151008079,18.832843896659206
514,again,150781416,18.83134176986967
515,play,150748333,18.83112233546731
516,looking,150610176,18.830205440768452
517,issues,150106274,18.826854094530944
518,april,149976767,18.825990953397685
519,never,149556758,18.823186530919276
520,users,149320234,18.821603779113634
521,complete,149312237,18.821550221642305
522,street,149130754,18.8203340227176
523,topic,149001702,18.819468286663284
524,comment,148628729,18.816962002652062
525,financial,148330257,18.8149518119215
526,things,147969893,18.812519385358904
527,working,147675944,18.81053086355292
528,against,147259825,18.807709101529834
529,standard,147177212,18.80714794249217
530,tax,146906651,18.805307915816947
531,person,146749448,18.804237255166257
532,below,145701629,18.797071451610826
533,mobile,145490029,18.795618113017966
534,less,145430147,18.795206439948952
535,got,145057782,18.79264271755791
536,blog,145041426,18.792529956133084
537,party,144707500,18.790225021633773
538,payment,144646164,18.78980106985054
539,equipment,144298238,18.78739281299734
540,login,144200144,18.78671278142766
541,student,143590165,18.78247372337499
542,let,143062438,18.778791722299946
543,programs,142498232,18.774840150578466
544,offers,142087909,18.771956501480922
545,legal,142048771,18.771681014343905
546,above,141894620,18.770595227387556
547,recent,141765729,18.769686457379166
548,park,141548802,18.76815510604589
549,stores,141210433,18.76576176839581
550,side,141155373,18.76537177782664
551,act,141076205,18.764810763338907
552,problem,141012024,18.764355721302344
553,red,140799532,18.762847677819057
554,give,140688602,18.762059509563674
555,memory,140479833,18.760574499069055
556,performance,139710600,18.75508369822771
557,social,139566375,18.75405085251731
559,august,139459917,18.75328778460423
560,quote,139242226,18.75172560756513
561,language,138517992,18.74651078129178
562,story,138433809,18.74590285599728
563,sell,137696613,18.740563366446484
564,options,137679195,18.740436862959122
565,experience,137134662,18.73647393533537
566,rates,137089538,18.73614483235753
567,create,137071122,18.73601048777266
568,key,136862835,18.73448977787294
569,body,136560842,18.732280802219382
570,young,136341684,18.73067467529689
571,america,136214727,18.729743073587606
572,important,136103455,18.728925853045258
573,field,135289140,18.722924823844135
574,few,135132664,18.72176755016909
575,east,135037085,18.721060002382252
576,paper,134939426,18.720336539412102
577,single,134754203,18.71896295836157
578,ii,133102742,18.70663188420498
579,age,132725767,18.70379565528339
580,activities,132685190,18.70348988794978
581,club,132428495,18.70155339734412
582,example,132369252,18.701105938846762
583,girls,132325396,18.700774568335625
584,additional,132187702,18.69973345533609
585,password,132141721,18.699385548546587
587,latest,131952173,18.697950089137233
588,something,131836210,18.697070876746213
589,road,131800620,18.696800884118733
590,gift,131417909,18.693892948487147
591,question,130644510,18.6879905283821
592,changes,130570251,18.68742196172288
593,night,130531484,18.687125012334285
594,ca,130326009,18.685549630771476
595,hard,130054708,18.683465750664656
596,texas,129399241,18.67841307448064
597,oct,129301730,18.677659223389625
598,pay,129198530,18.676860771539072
599,four,129167110,18.676617550341742
600,poker,129054826,18.67574787978767
601,status,128994593,18.675281046718816
602,browse,128740445,18.673308881161923
603,issue,128427156,18.670872422185255
604,range,128314924,18.669998143943456
605,building,128251365,18.66950268523337
606,seller,127768853,18.665733353459043
607,court,127719981,18.665350777047927
608,february,127704851,18.665232307751896
609,always,127634767,18.66468336041416
610,result,127425045,18.66303886733923
611,audio,127014703,18.65981340937539
612,light,126699632,18.657329740788335
613,write,126645151,18.656899647062346
614,war,126517399,18.65589039817586
615,nov,126461152,18.65544572015312
616,offer,126228968,18.65360802214306
617,blue,126160941,18.65306895937374
618,groups,125814267,18.650317305975047
619,al,125787543,18.650104875070035
620,easy,125548527,18.648202911121505
621,given,125542966,18.64815861651053
622,files,125524478,18.64801134134224
623,event,125515260,18.647937902769705
624,release,125340846,18.646547352379002
625,analysis,124949540,18.64342053376587
626,request,124620318,18.640782216834438
627,fax,124500817,18.6398228360965
628,china,124472054,18.63959178280935
629,making,124198695,18.637393220162075
630,picture,124116581,18.63673185124176
631,needs,123595776,18.632526927646612
632,possible,123311561,18.630224726918318
633,might,123196001,18.62928714912129
634,professional,123162607,18.629016048383424
635,yet,123160529,18.628999176237073
636,month,123027963,18.627922228961953
637,major,122592252,18.62437438207946
638,star,122498186,18.623606779676148
639,areas,121986327,18.619419522646304
640,future,121844371,18.618255140825617
641,space,121505269,18.615468186059733
642,committee,121345834,18.614155159098466
643,hand,121296661,18.613749846742333
644,sun,121218500,18.613105260215175
645,cards,121094522,18.61208197215748
646,problems,121087620,18.612024973735178
647,london,121079315,18.611956384685204
648,washington,120978063,18.611119789603972
649,meeting,120814306,18.609765263605365
650,rss,120548796,18.607565174984547
651,become,120495036,18.6071191150257
652,interest,120272948,18.605274284502155
653,id,119974321,18.60278828618017
654,child,119747393,18.600895023663416
655,keep,119602514,18.599684419326778
656,enter,119394206,18.597941231782205
657,california,119376975,18.597796901130927
658,porn,119294962,18.597109656503353
659,share,119294241,18.597103612642265
660,similar,119150817,18.59590061838858
661,garden,119014988,18.594759992724654
662,schools,118978625,18.59445441309313
663,million,118818608,18.593108585623785
664,added,118410414,18.589667232627352
665,reference,118127636,18.587276258873114
666,companies,118106080,18.587093761637536
667,listed,117951402,18.585783250139855
668,baby,117696064,18.583616130719772
669,learning,117672845,18.583418831933166
670,energy,117451031,18.58153204723416
671,run,117213565,18.57950817073038
672,delivery,117119498,18.578705321965902
673,net,116883588,18.57668902308749
674,popular,116495721,18.573365100681748
675,term,116282824,18.571535919565754
676,film,116097842,18.569943859070737
677,stories,115504667,18.56482149403619
678,put,115205090,18.562224489277757
679,computers,115168234,18.561904521673224
680,journal,114532201,18.556366572861467
681,reports,114515959,18.556224751158755
682,co,114452742,18.55567256213615
683,try,114384208,18.555073585423262
684,welcome,114025350,18.55193135005963
685,central,113841948,18.550321623335236
686,images,113788074,18.549848276273785
687,president,113756376,18.54956966697169
688,notice,113691786,18.54900171336707
689,god,113624357,18.548408451480007
690,original,113453183,18.546900825209068
691,head,113316224,18.54569291080417
692,radio,113285624,18.545422833569972
693,until,113090086,18.543695280303496
694,cell,113067567,18.543496136035984
695,color,112965658,18.54259441898173
696,self,112902176,18.54203230262769
697,council,112893718,18.541957385410605
698,away,112837472,18.54145904044406
699,includes,112466751,18.538168189259558
700,track,112385243,18.537443196768987
701,australia,112197265,18.535769174641686
702,discussion,111973466,18.533772490477308
703,archive,111971865,18.533758192344877
704,once,111882023,18.532955508007994
705,others,111397714,18.52861736460059
706,entertainment,111394818,18.52859136731985
707,agreement,111356320,18.52824570802734
708,format,111279626,18.527556744682368
709,least,111229798,18.527108871509743
710,society,111199035,18.52683226168555
711,months,111192257,18.52677130606142
712,log,111170350,18.526574267536226
713,safety,111064464,18.525621347459424
714,friends,110732827,18.522630893918247
715,sure,110528740,18.52078613560215
716,faq,110323671,18.518929066820274
717,trade,110086585,18.51677775049097
718,edition,110051463,18.51645865980567
719,cars,109717836,18.513422500908078
720,messages,109697600,18.513238047157458
721,marketing,109596213,18.512313378961515
722,tell,109553730,18.51192567180585
723,further,109528141,18.51169206963695
724,updated,109504766,18.511478631387796
725,association,109416386,18.51067121735773
726,able,109389038,18.5104212418348
727,having,109360096,18.510156628214258
728,provides,109213691,18.50881698887411
729,david,109067044,18.507473333676472
730,fun,108389630,18.501242978187065
731,already,108324565,18.50064250988867
732,green,108287905,18.500304025217403
733,studies,108024858,18.49787192527088
734,close,107853068,18.496280377311848
735,common,107839275,18.496152482182822
736,drive,107799371,18.495782381542742
737,specific,107785779,18.495656287514297
738,several,107589584,18.49383439803227
739,gold,107497778,18.492980735550926
740,feb,107483376,18.49284675171324
741,living,107215961,18.490355685443344
742,sep,107145206,18.489695537865686
743,collection,107121885,18.48947785627974
744,called,106978150,18.4881351659659
745,short,106755242,18.486049314253794
746,arts,106466033,18.483336553274768
747,lot,106405208,18.482765081042356
748,ask,106400213,18.482718136749515
749,display,106342539,18.482175942001437
750,limited,106154969,18.480410556134277
751,powered,106119933,18.48008045587289
752,solutions,106103720,18.47992766423254
753,means,105946662,18.478446336755187
754,director,105891641,18.477926874500646
755,daily,105837757,18.47741788518058
756,beach,105642682,18.475573033181497
757,past,105625616,18.475411475577268
758,natural,105101771,18.47043968632367
759,whether,105014961,18.469613383685957
760,due,104908310,18.468597288532067
761,et,104251062,18.462312605641657
762,electronics,104230315,18.462113575873463
763,five,104165769,18.46149412083549
764,upon,103921220,18.459143670057554
765,period,103906182,18.4589989538182
766,planning,103878661,18.458734054802818
767,database,103731642,18.45731775684023
768,says,103697915,18.45699256692241
769,official,103521037,18.455285406054635
770,weather,103331913,18.4534568215196
771,mar,103203080,18.452209255527624
772,land,103132933,18.45152932572107
773,average,102837602,18.448661622314916
774,done,102812628,18.448418743907993
775,technical,102792861,18.448226463048595
776,window,102711715,18.447436738500393
777,france,102698139,18.447304553994584
778,pro,102580860,18.44616192359078
779,region,102552342,18.445883879862063
780,island,102316998,18.443586375476855
781,record,102234743,18.442782129039923
782,direct,102234090,18.442775741758396
783,microsoft,102159580,18.442046658481985
784,conference,101987691,18.440362687495966
785,environment,101959294,18.440084213164184
786,records,101771329,18.43823898194106
787,st,101338951,18.433981406665783
788,district,101325723,18.433850865908408
789,calendar,101303808,18.433634559825308
790,costs,101090970,18.431531362494237
791,style,101024266,18.430871303374083
792,url,100907064,18.42971049278406
793,front,100886343,18.429505124329452
794,statement,100868970,18.429332905816
795,update,100765188,18.428303496809175
796,parts,100637505,18.42703555927364
797,aug,100502612,18.42569427517542
798,ever,100264634,18.423323588559974
799,downloads,100237452,18.423052449234607
800,early,100013194,18.42081267524905
801,miles,100012522,18.420805956112996
802,sound,100010833,18.420789068085096
803,resource,99964083,18.42032150943537
804,present,99420744,18.414871342006542
805,applications,99324182,18.41389962404079
806,either,99143011,18.41207392128776
807,ago,98839705,18.409009954458618
808,document,98703772,18.407633720492107
809,word,98671341,18.407305097498064
810,works,98581698,18.40639618368233
811,material,98528318,18.405854557210088
812,bill,98494166,18.40550787596185
813,apr,98081439,18.401308701741122
814,written,98056850,18.401057970481517
815,talk,97850837,18.39895480567882
816,federal,97837595,18.398819468092587
817,hosting,97747750,18.39790073866202
818,rules,97658641,18.396988700875326
819,final,97649084,18.39689083480262
820,adult,97583096,18.396214839661724
821,tickets,97561755,18.395996120080085
822,thing,97451660,18.394867018149363
823,centre,97258243,18.392880297796275
824,requirements,97233632,18.392627217814077
825,via,97167128,18.391943022931358
826,cheap,97049762,18.390734415232135
827,nude,96733793,18.387473361630207
828,kids,96602880,18.386119112402923
829,finance,96554164,18.385614693821815
830,true,96269550,18.382662627389845
831,minutes,96242209,18.382378582401362
832,else,96020036,18.380067435988888
833,mark,95606752,18.37575400314268
834,third,95489240,18.37452412894613
835,rock,95488543,18.374516829667765
836,gifts,95412416,18.373719274700687
837,europe,95373445,18.37331074337307
838,reading,95289449,18.372429648959034
839,topics,95132338,18.370779511775407
840,bad,95096787,18.37040574145592
841,individual,94815082,18.36743904739833
842,tips,94800899,18.36728945030265
843,plus,94730251,18.366543947484015
844,auto,94700371,18.36622847578327
845,cover,94501729,18.364128688592892
846,usually,94477370,18.363870892886766
847,edit,94159529,18.36050101877974
848,together,94113765,18.360014874410254
849,videos,94069113,18.359540314755172
850,percent,94036312,18.359191563512805
851,fast,93941472,18.358182508016682
852,function,93878887,18.35751607331653
853,fact,93807963,18.356760303763405
854,unit,93714361,18.355762001206386
855,getting,93483319,18.353293571925484
856,global,93450595,18.352943458886774
857,tech,93401669,18.35241977241843
858,meet,93275872,18.351072025727877
859,far,93061804,18.348774389535674
860,economic,93044306,18.348586346273134
861,en,92803600,18.345995990107443
862,player,92709785,18.344984580521043
863,projects,92603476,18.343837236708858
864,lyrics,92579731,18.343580787968015
865,often,92551460,18.343275372115972
866,subscribe,92456246,18.342246074358975
867,submit,92431559,18.34197902591685
868,germany,92151641,18.338946049843415
869,amount,92039679,18.337730335511278
870,watch,92006970,18.33737489301317
871,included,92002729,18.337328797616852
872,feel,91924001,18.336472717537486
873,though,91905891,18.336275687556544
874,bank,91559349,18.33249794293162
875,risk,91486135,18.331697988709266
